ID,Product Name,Category,Price,Tax
1312,Product_1312,Category_18,293.23,1.76
1313,Product_1313,Category_20,247.41,7.01
1314,Product_1314,Category_18,376.02,1.76
1315,Product_1315,Category_18,153.96,1.76
1316,Product_1316,Category_2,224.14,5.19
1317,Product_1317,Category_5,381.07,15.25
1318,Product_1318,Category_1,432.63,1.59
1319,Product_1319,Category_8,380.31,4.87
1320,Product_1320,Category_1,488.64,1.59
1321,Product_1321,Category_20,59.19,7.01
1322,Product_1322,Category_10,466.29,1.96
1323,Product_1323,Category_14,225.11,18.89
1324,Product_1324,Category_19,472.53,12.09
1325,Product_1325,Category_9,167.53,17.02
1326,Product_1326,Category_11,167.12,2.04
1327,Product_1327,Category_1,56.51,1.59
1328,Product_1328,Category_2,223.49,5.19
1329,Product_1329,Category_5,13.08,15.25
1330,Product_1330,Category_5,16.58,15.25
1331,Product_1331,Category_9,343.57,17.02
1332,Product_1332,Category_16,373.02,10.21
1333,Product_1333,Category_7,284.18,15.23
1334,Product_1334,Category_9,260.54,17.02
1335,Product_1335,Category_12,236.18,16.64
1336,Product_1336,Category_15,475.74,5.71
1337,Product_1337,Category_5,53.50,15.25
1338,Product_1338,Category_15,343.67,5.71
1339,Product_1339,Category_13,107.27,9.82
1340,Product_1340,Category_7,273.94,15.23
1341,Product_1341,Category_18,359.54,1.76
1342,Product_1342,Category_13,115.13,9.82
1343,Product_1343,Category_3,117.16,9.60
1344,Product_1344,Category_4,198.52,7.07
1345,Product_1345,Category_3,197.44,9.60
1346,Product_1346,Category_5,116.42,15.25
1347,Product_1347,Category_18,126.84,1.76
1348,Product_1348,Category_11,23.45,2.04
1349,Product_1349,Category_2,81.76,5.19
1350,Product_1350,Category_15,453.67,5.71
1351,Product_1351,Category_8,303.64,4.87
1352,Product_1352,Category_17,20.30,8.62
1353,Product_1353,Category_13,23.47,9.82
1354,Product_1354,Category_12,353.03,16.64
1355,Product_1355,Category_11,411.50,2.04
1356,Product_1356,Category_18,253.16,1.76
1357,Product_1357,Category_1,136.09,1.59
1358,Product_1358,Category_4,370.98,7.07
1359,Product_1359,Category_15,355.91,5.71
1360,Product_1360,Category_3,173.17,9.60
1361,Product_1361,Category_20,408.20,7.01
1362,Product_1362,Category_16,432.39,10.21
1363,Product_1363,Category_5,45.23,15.25
1364,Product_1364,Category_20,355.25,7.01
1365,Product_1365,Category_17,174.71,8.62
1366,Product_1366,Category_7,101.73,15.23
1367,Product_1367,Category_19,459.23,12.09
1368,Product_1368,Category_13,118.69,9.82
1369,Product_1369,Category_17,103.90,8.62
1370,Product_1370,Category_4,244.19,7.07
1371,Product_1371,Category_17,118.34,8.62
1372,Product_1372,Category_8,154.85,4.87
1373,Product_1373,Category_16,497.59,10.21
1374,Product_1374,Category_8,142.79,4.87
1375,Product_1375,Category_15,398.74,5.71
1376,Product_1376,Category_7,263.51,15.23
1377,Product_1377,Category_7,462.10,15.23
1378,Product_1378,Category_13,187.01,9.82
1379,Product_1379,Category_2,337.90,5.19
1380,Product_1380,Category_11,375.95,2.04
1381,Product_1381,Category_6,221.66,10.37
1382,Product_1382,Category_6,66.98,10.37
1383,Product_1383,Category_11,35.50,2.04
1384,Product_1384,Category_9,343.33,17.02
1385,Product_1385,Category_5,115.47,15.25
1386,Product_1386,Category_3,26.81,9.60
1387,Product_1387,Category_15,275.60,5.71
1388,Product_1388,Category_4,336.39,7.07
1389,Product_1389,Category_11,379.22,2.04
1390,Product_1390,Category_3,339.31,9.60
1391,Product_1391,Category_12,258.74,16.64
1392,Product_1392,Category_7,23.44,15.23
1393,Product_1393,Category_3,131.38,9.60
1394,Product_1394,Category_16,221.39,10.21
1395,Product_1395,Category_15,132.40,5.71
1396,Product_1396,Category_5,270.14,15.25
1397,Product_1397,Category_17,398.73,8.62
1398,Product_1398,Category_2,270.76,5.19
1399,Product_1399,Category_8,151.22,4.87
1400,Product_1400,Category_16,374.02,10.21
1401,Product_1401,Category_10,341.49,1.96
1402,Product_1402,Category_20,443.35,7.01
1403,Product_1403,Category_13,55.92,9.82
1404,Product_1404,Category_11,15.77,2.04
1405,Product_1405,Category_7,103.06,15.23
1406,Product_1406,Category_3,76.54,9.60
1407,Product_1407,Category_5,254.87,15.25
1408,Product_1408,Category_4,111.76,7.07
1409,Product_1409,Category_3,237.22,9.60
1410,Product_1410,Category_19,280.42,12.09
1411,Product_1411,Category_20,223.86,7.01
1412,Product_1412,Category_6,312.75,10.37
1413,Product_1413,Category_13,30.19,9.82
1414,Product_1414,Category_1,222.78,1.59
1415,Product_1415,Category_9,109.66,17.02
1416,Product_1416,Category_11,9.41,2.04
1417,Product_1417,Category_14,162.61,18.89
1418,Product_1418,Category_7,315.32,15.23
1419,Product_1419,Category_7,490.54,15.23
1420,Product_1420,Category_19,226.71,12.09
1421,Product_1421,Category_15,418.81,5.71
1422,Product_1422,Category_20,351.25,7.01
1423,Product_1423,Category_11,164.77,2.04
1424,Product_1424,Category_12,82.00,16.64
1425,Product_1425,Category_5,291.12,15.25
1426,Product_1426,Category_1,91.01,1.59
1427,Product_1427,Category_16,309.67,10.21
1428,Product_1428,Category_20,156.19,7.01
1429,Product_1429,Category_18,347.89,1.76
1430,Product_1430,Category_12,403.89,16.64
1431,Product_1431,Category_10,75.38,1.96
1432,Product_1432,Category_1,366.45,1.59
1433,Product_1433,Category_8,335.95,4.87
1434,Product_1434,Category_3,373.27,9.60
1435,Product_1435,Category_12,169.92,16.64
1436,Product_1436,Category_6,36.78,10.37
1437,Product_1437,Category_1,75.39,1.59
1438,Product_1438,Category_14,496.71,18.89
1439,Product_1439,Category_2,22.79,5.19
1440,Product_1440,Category_3,128.41,9.60
1441,Product_1441,Category_4,488.08,7.07
1442,Product_1442,Category_15,138.64,5.71
1443,Product_1443,Category_13,285.52,9.82
1444,Product_1444,Category_5,125.60,15.25
1445,Product_1445,Category_17,28.95,8.62
1446,Product_1446,Category_4,472.93,7.07
1447,Product_1447,Category_6,171.37,10.37
1448,Product_1448,Category_7,45.23,15.23
1449,Product_1449,Category_16,328.61,10.21
1450,Product_1450,Category_18,341.28,1.76
1451,Product_1451,Category_7,101.48,15.23
1452,Product_1452,Category_5,341.04,15.25
1453,Product_1453,Category_8,106.62,4.87
1454,Product_1454,Category_6,420.90,10.37
1455,Product_1455,Category_12,248.43,16.64
1456,Product_1456,Category_4,162.79,7.07
1457,Product_1457,Category_15,461.53,5.71
1458,Product_1458,Category_6,251.27,10.37
1459,Product_1459,Category_17,438.92,8.62
1460,Product_1460,Category_11,472.17,2.04
1461,Product_1461,Category_11,193.41,2.04
1462,Product_1462,Category_18,32.94,1.76
1463,Product_1463,Category_13,322.66,9.82
1464,Product_1464,Category_20,32.43,7.01
1465,Product_1465,Category_13,348.39,9.82
1466,Product_1466,Category_7,396.11,15.23
1467,Product_1467,Category_13,290.06,9.82
1468,Product_1468,Category_2,144.30,5.19
1469,Product_1469,Category_18,477.58,1.76
1470,Product_1470,Category_1,347.20,1.59
1471,Product_1471,Category_2,362.74,5.19
1472,Product_1472,Category_7,439.71,15.23
1473,Product_1473,Category_10,355.59,1.96
1474,Product_1474,Category_12,211.33,16.64
1475,Product_1475,Category_14,227.64,18.89
1476,Product_1476,Category_1,349.87,1.59
1477,Product_1477,Category_5,212.92,15.25
1478,Product_1478,Category_20,297.08,7.01
1479,Product_1479,Category_4,389.41,7.07
1480,Product_1480,Category_10,435.30,1.96
1481,Product_1481,Category_11,54.61,2.04
1482,Product_1482,Category_3,489.11,9.60
1483,Product_1483,Category_7,149.77,15.23
1484,Product_1484,Category_18,168.98,1.76
1485,Product_1485,Category_14,391.34,18.89
1486,Product_1486,Category_14,175.37,18.89
1487,Product_1487,Category_2,334.17,5.19
1488,Product_1488,Category_5,397.33,15.25
1489,Product_1489,Category_18,67.50,1.76
1490,Product_1490,Category_18,305.92,1.76
1491,Product_1491,Category_18,253.59,1.76
1492,Product_1492,Category_8,22.55,4.87
1493,Product_1493,Category_13,136.29,9.82
1494,Product_1494,Category_5,368.65,15.25
1495,Product_1495,Category_15,76.79,5.71
1496,Product_1496,Category_17,81.91,8.62
1497,Product_1497,Category_3,456.81,9.60
1498,Product_1498,Category_11,97.22,2.04
1499,Product_1499,Category_12,211.85,16.64
1500,Product_1500,Category_5,213.18,15.25
1501,Product_1501,Category_12,443.05,16.64
1502,Product_1502,Category_5,411.28,15.25
1503,Product_1503,Category_6,180.65,10.37
1504,Product_1504,Category_9,162.96,17.02
1505,Product_1505,Category_3,174.46,9.60
1506,Product_1506,Category_11,252.61,2.04
1507,Product_1507,Category_11,60.86,2.04
1508,Product_1508,Category_20,382.05,7.01
1509,Product_1509,Category_6,458.45,10.37
1510,Product_1510,Category_6,289.68,10.37
1511,Product_1511,Category_12,425.15,16.64
1512,Product_1512,Category_7,17.67,15.23
1513,Product_1513,Category_2,13.93,5.19
1514,Product_1514,Category_7,458.83,15.23
1515,Product_1515,Category_8,424.48,4.87
1516,Product_1516,Category_9,499.32,17.02
1517,Product_1517,Category_15,90.84,5.71
1518,Product_1518,Category_20,42.27,7.01
1519,Product_1519,Category_7,416.05,15.23
1520,Product_1520,Category_15,153.05,5.71
1521,Product_1521,Category_9,15.21,17.02
1522,Product_1522,Category_19,200.20,12.09
1523,Product_1523,Category_7,123.27,15.23
1524,Product_1524,Category_15,47.33,5.71
1525,Product_1525,Category_13,381.57,9.82
1526,Product_1526,Category_8,327.20,4.87
1527,Product_1527,Category_18,141.06,1.76
1528,Product_1528,Category_8,90.82,4.87
1529,Product_1529,Category_8,99.50,4.87
1530,Product_1530,Category_7,7.36,15.23
1531,Product_1531,Category_3,414.59,9.60
1532,Product_1532,Category_13,414.92,9.82
1533,Product_1533,Category_15,160.32,5.71
1534,Product_1534,Category_4,220.14,7.07
1535,Product_1535,Category_13,44.70,9.82
1536,Product_1536,Category_6,382.01,10.37
1537,Product_1537,Category_8,489.32,4.87
1538,Product_1538,Category_9,284.71,17.02
1539,Product_1539,Category_7,405.56,15.23
1540,Product_1540,Category_1,334.06,1.59
1541,Product_1541,Category_8,474.51,4.87
1542,Product_1542,Category_17,237.13,8.62
1543,Product_1543,Category_17,1.15,8.62
1544,Product_1544,Category_17,244.73,8.62
1545,Product_1545,Category_8,259.60,4.87
1546,Product_1546,Category_17,112.62,8.62
1547,Product_1547,Category_5,24.01,15.25
1548,Product_1548,Category_8,420.09,4.87
1549,Product_1549,Category_3,235.38,9.60
1550,Product_1550,Category_4,65.23,7.07
1551,Product_1551,Category_13,250.31,9.82
1552,Product_1552,Category_16,164.45,10.21
1553,Product_1553,Category_19,479.27,12.09
1554,Product_1554,Category_20,258.68,7.01
1555,Product_1555,Category_5,235.77,15.25
1556,Product_1556,Category_12,476.47,16.64
1557,Product_1557,Category_20,300.95,7.01
1558,Product_1558,Category_14,200.55,18.89
1559,Product_1559,Category_8,37.74,4.87
1560,Product_1560,Category_15,72.06,5.71
1561,Product_1561,Category_4,477.37,7.07
1562,Product_1562,Category_9,70.07,17.02
1563,Product_1563,Category_9,452.29,17.02
1564,Product_1564,Category_3,301.76,9.60
1565,Product_1565,Category_3,418.83,9.60
1566,Product_1566,Category_1,324.16,1.59
1567,Product_1567,Category_19,360.77,12.09
1568,Product_1568,Category_18,444.19,1.76
1569,Product_1569,Category_19,60.53,12.09
1570,Product_1570,Category_10,84.57,1.96
1571,Product_1571,Category_5,263.82,15.25
1572,Product_1572,Category_15,129.20,5.71
1573,Product_1573,Category_12,413.40,16.64
1574,Product_1574,Category_16,210.95,10.21
1575,Product_1575,Category_1,401.17,1.59
1576,Product_1576,Category_20,19.20,7.01
1577,Product_1577,Category_20,206.94,7.01
1578,Product_1578,Category_4,26.63,7.07
1579,Product_1579,Category_14,247.48,18.89
1580,Product_1580,Category_13,327.38,9.82
1581,Product_1581,Category_6,12.69,10.37
1582,Product_1582,Category_18,422.95,1.76
1583,Product_1583,Category_5,427.73,15.25
1584,Product_1584,Category_12,365.30,16.64
1585,Product_1585,Category_10,415.61,1.96
1586,Product_1586,Category_5,225.74,15.25
1587,Product_1587,Category_3,286.05,9.60
1588,Product_1588,Category_7,299.32,15.23
1589,Product_1589,Category_9,157.60,17.02
1590,Product_1590,Category_7,18.92,15.23
1591,Product_1591,Category_15,49.79,5.71
1592,Product_1592,Category_14,277.45,18.89
1593,Product_1593,Category_15,385.76,5.71
1594,Product_1594,Category_19,68.04,12.09
1595,Product_1595,Category_5,302.00,15.25
1596,Product_1596,Category_5,474.12,15.25
1597,Product_1597,Category_20,324.01,7.01
1598,Product_1598,Category_2,211.76,5.19
1599,Product_1599,Category_6,422.80,10.37
1600,Product_1600,Category_6,455.36,10.37
1601,Product_1601,Category_16,107.86,10.21
1602,Product_1602,Category_17,46.63,8.62
1603,Product_1603,Category_1,260.54,1.59
1604,Product_1604,Category_17,233.27,8.62
1605,Product_1605,Category_11,163.53,2.04
1606,Product_1606,Category_15,340.42,5.71
1607,Product_1607,Category_6,487.87,10.37
1608,Product_1608,Category_9,285.71,17.02
1609,Product_1609,Category_11,9.04,2.04
1610,Product_1610,Category_10,209.47,1.96
1611,Product_1611,Category_6,390.15,10.37
1612,Product_1612,Category_19,38.82,12.09
1613,Product_1613,Category_13,273.57,9.82
1614,Product_1614,Category_14,320.17,18.89
1615,Product_1615,Category_8,361.99,4.87
1616,Product_1616,Category_1,277.90,1.59
1617,Product_1617,Category_14,83.01,18.89
1618,Product_1618,Category_4,461.69,7.07
1619,Product_1619,Category_3,195.91,9.60
1620,Product_1620,Category_8,120.49,4.87
1621,Product_1621,Category_13,118.34,9.82
1622,Product_1622,Category_12,388.74,16.64
1623,Product_1623,Category_7,0.54,15.23
1624,Product_1624,Category_1,227.58,1.59
1625,Product_1625,Category_16,307.35,10.21
1626,Product_1626,Category_15,362.74,5.71
1627,Product_1627,Category_20,23.72,7.01
1628,Product_1628,Category_15,0.08,5.71
1629,Product_1629,Category_17,141.66,8.62
1630,Product_1630,Category_13,478.57,9.82
1631,Product_1631,Category_10,495.52,1.96
1632,Product_1632,Category_11,186.72,2.04
1633,Product_1633,Category_1,410.58,1.59
1634,Product_1634,Category_6,174.39,10.37
1635,Product_1635,Category_11,487.72,2.04
1636,Product_1636,Category_12,388.57,16.64
1637,Product_1637,Category_7,460.65,15.23
1638,Product_1638,Category_16,497.17,10.21
1639,Product_1639,Category_18,384.60,1.76
1640,Product_1640,Category_6,362.24,10.37
1641,Product_1641,Category_2,198.10,5.19
1642,Product_1642,Category_10,82.05,1.96
1643,Product_1643,Category_1,206.29,1.59
1644,Product_1644,Category_6,294.63,10.37
1645,Product_1645,Category_3,254.41,9.60
1646,Product_1646,Category_3,29.59,9.60
1647,Product_1647,Category_9,493.78,17.02
1648,Product_1648,Category_10,252.86,1.96
1649,Product_1649,Category_5,195.18,15.25
1650,Product_1650,Category_17,19.94,8.62
1651,Product_1651,Category_20,237.76,7.01
1652,Product_1652,Category_3,284.40,9.60
1653,Product_1653,Category_6,161.86,10.37
1654,Product_1654,Category_14,216.35,18.89
1655,Product_1655,Category_17,428.59,8.62
1656,Product_1656,Category_20,236.56,7.01
1657,Product_1657,Category_6,82.84,10.37
1658,Product_1658,Category_18,425.05,1.76
1659,Product_1659,Category_20,328.09,7.01
1660,Product_1660,Category_1,199.20,1.59
1661,Product_1661,Category_9,90.03,17.02
1662,Product_1662,Category_3,492.27,9.60
1663,Product_1663,Category_14,355.59,18.89
1664,Product_1664,Category_3,75.20,9.60
1665,Product_1665,Category_15,438.01,5.71
1666,Product_1666,Category_19,470.59,12.09
1667,Product_1667,Category_8,372.03,4.87
1668,Product_1668,Category_5,17.38,15.25
1669,Product_1669,Category_11,177.75,2.04
1670,Product_1670,Category_12,83.75,16.64
1671,Product_1671,Category_11,379.46,2.04
1672,Product_1672,Category_20,282.37,7.01
1673,Product_1673,Category_15,57.76,5.71
1674,Product_1674,Category_1,215.71,1.59
1675,Product_1675,Category_9,355.13,17.02
1676,Product_1676,Category_4,131.88,7.07
1677,Product_1677,Category_14,7.26,18.89
1678,Product_1678,Category_5,16.30,15.25
1679,Product_1679,Category_1,452.25,1.59
1680,Product_1680,Category_17,361.29,8.62
1681,Product_1681,Category_16,35.43,10.21
1682,Product_1682,Category_6,433.71,10.37
1683,Product_1683,Category_11,182.48,2.04
1684,Product_1684,Category_1,430.42,1.59
1685,Product_1685,Category_10,331.76,1.96
1686,Product_1686,Category_19,313.92,12.09
1687,Product_1687,Category_19,376.63,12.09
1688,Product_1688,Category_10,328.47,1.96
1689,Product_1689,Category_14,159.14,18.89
1690,Product_1690,Category_12,402.55,16.64
1691,Product_1691,Category_3,268.90,9.60
1692,Product_1692,Category_16,124.99,10.21
1693,Product_1693,Category_12,8.99,16.64
1694,Product_1694,Category_18,80.50,1.76
1695,Product_1695,Category_14,205.35,18.89
1696,Product_1696,Category_7,499.62,15.23
1697,Product_1697,Category_10,421.36,1.96
1698,Product_1698,Category_17,139.12,8.62
1699,Product_1699,Category_17,228.24,8.62
1700,Product_1700,Category_9,340.98,17.02
1701,Product_1701,Category_5,71.10,15.25
1702,Product_1702,Category_12,207.66,16.64
1703,Product_1703,Category_20,19.27,7.01
1704,Product_1704,Category_16,206.20,10.21
1705,Product_1705,Category_20,327.54,7.01
1706,Product_1706,Category_15,242.37,5.71
1707,Product_1707,Category_3,331.45,9.60
1708,Product_1708,Category_15,412.20,5.71
1709,Product_1709,Category_19,237.17,12.09
1710,Product_1710,Category_14,150.43,18.89
1711,Product_1711,Category_6,145.87,10.37
1712,Product_1712,Category_5,430.14,15.25
1713,Product_1713,Category_20,333.14,7.01
1714,Product_1714,Category_2,321.72,5.19
1715,Product_1715,Category_14,358.43,18.89
1716,Product_1716,Category_19,271.27,12.09
1717,Product_1717,Category_7,275.68,15.23
1718,Product_1718,Category_7,120.16,15.23
1719,Product_1719,Category_12,231.61,16.64
1720,Product_1720,Category_14,387.52,18.89
1721,Product_1721,Category_17,37.70,8.62
1722,Product_1722,Category_6,350.00,10.37
1723,Product_1723,Category_14,414.95,18.89
1724,Product_1724,Category_3,466.95,9.60
1725,Product_1725,Category_9,270.75,17.02
1726,Product_1726,Category_10,133.51,1.96
1727,Product_1727,Category_3,16.66,9.60
1728,Product_1728,Category_4,493.60,7.07
1729,Product_1729,Category_10,138.51,1.96
1730,Product_1730,Category_7,325.33,15.23
1731,Product_1731,Category_10,248.39,1.96
1732,Product_1732,Category_20,289.71,7.01
1733,Product_1733,Category_17,338.77,8.62
1734,Product_1734,Category_12,44.21,16.64
1735,Product_1735,Category_17,375.46,8.62
1736,Product_1736,Category_12,351.54,16.64
1737,Product_1737,Category_18,355.31,1.76
1738,Product_1738,Category_3,473.38,9.60
1739,Product_1739,Category_8,384.09,4.87
1740,Product_1740,Category_15,225.50,5.71
1741,Product_1741,Category_7,237.12,15.23
1742,Product_1742,Category_2,479.65,5.19
1743,Product_1743,Category_13,280.73,9.82
1744,Product_1744,Category_8,20.28,4.87
1745,Product_1745,Category_16,163.61,10.21
1746,Product_1746,Category_17,95.54,8.62
1747,Product_1747,Category_5,445.97,15.25
1748,Product_1748,Category_13,14.95,9.82
1749,Product_1749,Category_19,238.99,12.09
1750,Product_1750,Category_5,447.34,15.25
1751,Product_1751,Category_13,126.09,9.82
1752,Product_1752,Category_19,463.54,12.09
1753,Product_1753,Category_15,285.03,5.71
1754,Product_1754,Category_11,447.19,2.04
1755,Product_1755,Category_7,19.64,15.23
1756,Product_1756,Category_17,118.17,8.62
1757,Product_1757,Category_3,377.94,9.60
1758,Product_1758,Category_11,114.15,2.04
1759,Product_1759,Category_13,379.89,9.82
1760,Product_1760,Category_6,432.53,10.37
1761,Product_1761,Category_17,257.71,8.62
1762,Product_1762,Category_19,81.51,12.09
1763,Product_1763,Category_11,233.27,2.04
1764,Product_1764,Category_16,469.76,10.21
1765,Product_1765,Category_6,466.04,10.37
1766,Product_1766,Category_6,492.70,10.37
1767,Product_1767,Category_8,368.83,4.87
1768,Product_1768,Category_2,146.32,5.19
1769,Product_1769,Category_5,358.30,15.25
1770,Product_1770,Category_9,207.62,17.02
1771,Product_1771,Category_20,351.39,7.01
1772,Product_1772,Category_19,257.82,12.09
1773,Product_1773,Category_3,457.58,9.60
1774,Product_1774,Category_2,213.30,5.19
1775,Product_1775,Category_3,420.66,9.60
1776,Product_1776,Category_13,106.79,9.82
1777,Product_1777,Category_5,244.48,15.25
1778,Product_1778,Category_9,113.33,17.02
1779,Product_1779,Category_18,338.51,1.76
1780,Product_1780,Category_9,435.86,17.02
1781,Product_1781,Category_14,394.12,18.89
1782,Product_1782,Category_6,141.46,10.37
1783,Product_1783,Category_13,371.85,9.82
1784,Product_1784,Category_13,66.96,9.82
1785,Product_1785,Category_5,7.25,15.25
1786,Product_1786,Category_12,363.36,16.64
1787,Product_1787,Category_12,439.42,16.64
1788,Product_1788,Category_6,61.75,10.37
1789,Product_1789,Category_13,230.79,9.82
1790,Product_1790,Category_3,180.37,9.60
1791,Product_1791,Category_2,125.90,5.19
1792,Product_1792,Category_3,61.85,9.60
1793,Product_1793,Category_15,281.79,5.71
1794,Product_1794,Category_10,227.81,1.96
1795,Product_1795,Category_3,116.18,9.60
1796,Product_1796,Category_10,335.11,1.96
1797,Product_1797,Category_5,113.81,15.25
1798,Product_1798,Category_15,365.89,5.71
1799,Product_1799,Category_13,28.12,9.82
1800,Product_1800,Category_5,230.39,15.25
1801,Product_1801,Category_9,184.34,17.02
1802,Product_1802,Category_16,20.46,10.21
1803,Product_1803,Category_7,438.85,15.23
1804,Product_1804,Category_8,4.68,4.87
1805,Product_1805,Category_12,80.71,16.64
1806,Product_1806,Category_15,62.84,5.71
1807,Product_1807,Category_7,123.92,15.23
1808,Product_1808,Category_5,495.45,15.25
1809,Product_1809,Category_9,59.84,17.02
1810,Product_1810,Category_10,107.82,1.96
1811,Product_1811,Category_13,432.95,9.82
1812,Product_1812,Category_5,120.71,15.25
1813,Product_1813,Category_16,296.03,10.21
1814,Product_1814,Category_16,244.03,10.21
1815,Product_1815,Category_9,365.58,17.02
1816,Product_1816,Category_1,435.12,1.59
1817,Product_1817,Category_12,100.92,16.64
1818,Product_1818,Category_16,180.52,10.21
1819,Product_1819,Category_1,478.85,1.59
1820,Product_1820,Category_12,15.37,16.64
1821,Product_1821,Category_7,155.00,15.23
1822,Product_1822,Category_8,484.59,4.87
1823,Product_1823,Category_13,355.22,9.82
1824,Product_1824,Category_7,106.34,15.23
1825,Product_1825,Category_1,319.84,1.59
1826,Product_1826,Category_19,147.33,12.09
1827,Product_1827,Category_13,432.46,9.82
1828,Product_1828,Category_19,131.25,12.09
1829,Product_1829,Category_15,326.84,5.71
1830,Product_1830,Category_14,145.36,18.89
1831,Product_1831,Category_15,241.13,5.71
1832,Product_1832,Category_16,369.30,10.21
1833,Product_1833,Category_19,102.23,12.09
1834,Product_1834,Category_4,435.67,7.07
1835,Product_1835,Category_15,309.23,5.71
1836,Product_1836,Category_5,252.18,15.25
1837,Product_1837,Category_15,323.32,5.71
1838,Product_1838,Category_20,315.65,7.01
1839,Product_1839,Category_6,13.90,10.37
1840,Product_1840,Category_20,57.77,7.01
1841,Product_1841,Category_4,272.47,7.07
1842,Product_1842,Category_2,288.47,5.19
1843,Product_1843,Category_6,261.06,10.37
1844,Product_1844,Category_12,349.81,16.64
1845,Product_1845,Category_3,104.95,9.60
1846,Product_1846,Category_1,272.65,1.59
1847,Product_1847,Category_6,238.64,10.37
1848,Product_1848,Category_14,488.06,18.89
1849,Product_1849,Category_12,355.42,16.64
1850,Product_1850,Category_2,32.76,5.19
1851,Product_1851,Category_18,256.54,1.76
1852,Product_1852,Category_16,392.72,10.21
1853,Product_1853,Category_14,23.61,18.89
1854,Product_1854,Category_8,278.15,4.87
1855,Product_1855,Category_1,413.14,1.59
1856,Product_1856,Category_8,32.84,4.87
1857,Product_1857,Category_14,486.21,18.89
1858,Product_1858,Category_6,226.36,10.37
1859,Product_1859,Category_5,182.01,15.25
1860,Product_1860,Category_2,212.29,5.19
1861,Product_1861,Category_14,64.47,18.89
1862,Product_1862,Category_14,257.61,18.89
1863,Product_1863,Category_18,40.52,1.76
1864,Product_1864,Category_9,477.66,17.02
1865,Product_1865,Category_12,3.45,16.64
1866,Product_1866,Category_6,127.77,10.37
1867,Product_1867,Category_6,16.31,10.37
1868,Product_1868,Category_13,16.39,9.82
1869,Product_1869,Category_7,436.18,15.23
1870,Product_1870,Category_2,326.78,5.19
1871,Product_1871,Category_8,466.49,4.87
1872,Product_1872,Category_15,67.44,5.71
1873,Product_1873,Category_5,126.81,15.25
1874,Product_1874,Category_9,431.30,17.02
1875,Product_1875,Category_8,105.12,4.87
1876,Product_1876,Category_10,206.91,1.96
1877,Product_1877,Category_14,37.73,18.89
1878,Product_1878,Category_11,46.75,2.04
1879,Product_1879,Category_5,445.83,15.25
1880,Product_1880,Category_17,8.31,8.62
1881,Product_1881,Category_18,3.52,1.76
1882,Product_1882,Category_8,31.32,4.87
1883,Product_1883,Category_9,471.56,17.02
1884,Product_1884,Category_7,104.60,15.23
1885,Product_1885,Category_7,48.82,15.23
1886,Product_1886,Category_10,149.06,1.96
1887,Product_1887,Category_10,279.16,1.96
1888,Product_1888,Category_20,419.99,7.01
1889,Product_1889,Category_11,192.49,2.04
1890,Product_1890,Category_10,399.86,1.96
1891,Product_1891,Category_5,298.71,15.25
1892,Product_1892,Category_16,248.01,10.21
1893,Product_1893,Category_7,174.12,15.23
1894,Product_1894,Category_2,328.78,5.19
1895,Product_1895,Category_10,109.47,1.96
1896,Product_1896,Category_5,258.66,15.25
1897,Product_1897,Category_3,305.71,9.60
1898,Product_1898,Category_1,137.10,1.59
1899,Product_1899,Category_2,134.55,5.19
1900,Product_1900,Category_9,379.76,17.02
1901,Product_1901,Category_8,350.83,4.87
1902,Product_1902,Category_6,58.89,10.37
1903,Product_1903,Category_16,351.49,10.21
1904,Product_1904,Category_15,365.80,5.71
1905,Product_1905,Category_18,52.27,1.76
1906,Product_1906,Category_16,424.25,10.21
1907,Product_1907,Category_3,122.88,9.60
1908,Product_1908,Category_13,387.96,9.82
1909,Product_1909,Category_4,68.86,7.07
1910,Product_1910,Category_8,404.88,4.87
1911,Product_1911,Category_19,290.36,12.09
1912,Product_1912,Category_19,484.13,12.09
1913,Product_1913,Category_13,396.61,9.82
1914,Product_1914,Category_4,39.95,7.07
1915,Product_1915,Category_6,180.95,10.37
1916,Product_1916,Category_1,281.84,1.59
1917,Product_1917,Category_7,407.60,15.23
1918,Product_1918,Category_3,63.85,9.60
1919,Product_1919,Category_19,101.63,12.09
1920,Product_1920,Category_5,111.79,15.25
1921,Product_1921,Category_13,238.11,9.82
1922,Product_1922,Category_19,327.35,12.09
1923,Product_1923,Category_15,43.61,5.71
1924,Product_1924,Category_4,456.80,7.07
1925,Product_1925,Category_3,499.71,9.60
1926,Product_1926,Category_13,392.92,9.82
1927,Product_1927,Category_8,373.33,4.87
1928,Product_1928,Category_10,282.45,1.96
1929,Product_1929,Category_16,337.86,10.21
1930,Product_1930,Category_6,419.79,10.37
1931,Product_1931,Category_15,404.77,5.71
1932,Product_1932,Category_16,40.72,10.21
1933,Product_1933,Category_20,138.89,7.01
1934,Product_1934,Category_3,383.84,9.60
1935,Product_1935,Category_5,369.33,15.25
1936,Product_1936,Category_15,32.50,5.71
1937,Product_1937,Category_8,5.41,4.87
1938,Product_1938,Category_9,476.02,17.02
1939,Product_1939,Category_13,267.31,9.82
1940,Product_1940,Category_15,82.58,5.71
1941,Product_1941,Category_9,164.02,17.02
1942,Product_1942,Category_16,236.50,10.21
1943,Product_1943,Category_8,420.79,4.87
1944,Product_1944,Category_17,258.89,8.62
1945,Product_1945,Category_4,474.95,7.07
1946,Product_1946,Category_1,170.26,1.59
